epoch,train_loss,train_accuracy,train_f1,val_loss,val_accuracy,val_f1,learning_rate
69,0.022770456761645137,0.9942011964619958,0.9942038919295272,1.7753577091385218,0.8012753967076969,0.8014194070673795,6.646853501110648e-05
70,0.017622042718178875,0.994898520938085,0.9949029975249571,1.8919884749359603,0.800978792822186,0.8005294620847178,6.26261047822753e-05
71,0.014857846902968961,0.9965500789077697,0.9965504217639201,1.9107263097936944,0.7983093578525878,0.7986114615740414,5.887039547888001e-05
72,0.016523767857305242,0.9955591441259588,0.9955662935248124,1.9602884123402629,0.7994957733946315,0.799700524591274,5.5205113532570895e-05
73,0.01823559665162236,0.9953756376848827,0.9953762662636346,1.8840803861993864,0.8008304908794305,0.7997845499994329,5.163387613411408e-05
74,0.016906338332704857,0.9958527544316805,0.9958585155468389,1.8774499594369591,0.799347471451876,0.7995116868745781,4.816020766366105e-05
75,0.012087684493723433,0.9967702866370609,0.996774173877607,1.9410188817522285,0.8027584161352513,0.8025252283259354,4.478753621261117e-05
76,0.011781863108877095,0.9967335853488457,0.9967387912000585,1.9917650371433888,0.8032033219635177,0.8033777455113582,4.151919020049902e-05
77,0.012383542537914046,0.9965867801959849,0.9965830200396073,2.0516157768224708,0.7966780364822779,0.7969059622803457,3.83583950902463e-05
78,0.01133082020360187,0.9974309098249349,0.9974360132536491,1.9967614406830878,0.7983093578525878,0.798708778138832,3.5308270205019534e-05
79,0.008860049179664674,0.9978346239953022,0.9978382891248004,2.0489625195889642,0.7969746403677889,0.7964436076567666,3.2371825649834294e-05
80,0.010347767808474361,0.9976878188424414,0.9976909793471598,2.0027351712952695,0.8023135103069851,0.8020782068144238,2.9551959340945383e-05
81,0.012012139672064229,0.9970271956545674,0.9970299937913383,2.011490672766001,0.8023135103069851,0.8023036887172827,2.6851454145953033e-05
82,0.008155480579012463,0.9980181304363783,0.9980254409172292,2.082881950088419,0.8000889811656533,0.8005913841555987,2.4272975137448786e-05
83,0.008465820130249397,0.9980181304363783,0.9980172264934567,2.070792176310964,0.8000889811656533,0.800485033530973,2.1819066962910415e-05
84,0.006856709387286851,0.9983484420303153,0.9983457745723476,2.095995193093572,0.8018686044787187,0.8025277047543791,1.94921513334424e-05
85,0.007628366759655774,0.9982016368774544,0.9982041238035352,2.067834047251399,0.8017203025359633,0.8014643365440509,1.729452463383902e-05
86,0.005631964915554864,0.9985686497596066,0.9985687426395947,2.04017457360017,0.8061693608186268,0.8058532183641633,1.5228355656330111e-05
87,0.006118241894567628,0.9986053510478218,0.9986057968762153,2.079837484074739,0.8032033219635177,0.8028945092584766,1.3295683460244858e-05
88,0.00608262894730856,0.9986787536242522,0.9986790618744055,2.1016969104720427,0.8045380394483168,0.8047655788735214,1.1498415359706428e-05
89,0.003963302545629279,0.9989356626417587,0.9989382895604654,2.1024789214386588,0.8054278511048495,0.8056396338815964,9.838325041343299e-06
90,0.0050992655763715065,0.9985686497596066,0.9985665906705525,2.1512262323136753,0.8018686044787187,0.8021454882648011,8.31705081387455e-06
91,0.0053094453530322305,0.9987521562006827,0.9987547833498236,2.126299811504054,0.8030550200207622,0.8028618194143828,6.93609399129703e-06
92,0.0037650128139260896,0.9990090652181891,0.9990092668537318,2.1503435751481934,0.8033516239062731,0.8033870185517763,5.696817411269672e-06
93,0.003556471017626213,0.9988989613535435,0.9989007856068615,2.1678901570164557,0.8014236986504524,0.8016679348859113,4.600444090157277e-06
94,0.004792077430134999,0.9989356626417587,0.9989374868447762,2.1551363714855953,0.802610114192496,0.8026554080736522,3.6480560160610376e-06
95,0.004935680400184612,0.9988622600653283,0.9988564497447665,2.1529720266761005,0.802610114192496,0.8026133269430241,2.840593081026921e-06
96,0.004754359356288688,0.9990090652181891,0.9990091795572895,2.1587807214486148,0.8015720005932078,0.8016202208846406,2.178852153485575e-06
97,0.004489127800443383,0.9989723639299739,0.9989719239897101,2.160099465410822,0.8029067180780068,0.8029955374225077,1.6634862918395411e-06
98,0.0021722312235554495,0.9995228832532022,0.9995219362576051,2.1574818224825996,0.8030550200207622,0.8031398319142873,1.2950040999734023e-06
99,0.004196645750029579,0.9990090652181891,0.9990084789818146,2.15811568800776,0.8032033219635177,0.8032823272007087,1.0737692253231258e-06
100,0.003163840834860899,0.9992292729474804,0.9992295307981203,2.1707822223195516,0.8018686044787187,0.8019527171526719,1e-06
